team_name,team_code,team_founded,team_logo,venue_name,venue_address,venue_city,venue_capacity,venue_image,team_age
ESCOBEDO,,1917.0,https://media.api-sports.io/football/teams/9386.png,Estadio Eusebio Arce,"Barrio Arenas, 37, Barrio de Escobedo Arenas",Escobedo de Camargo,2000.0,https://media.api-sports.io/football/venues/6488.png,108.0
GIMNÁSTICA SEGOVIANA,,1928.0,https://media.api-sports.io/football/teams/9387.png,Estadio Municipal de La Albuera,Ciudad Deportiva de La Albuera,Segovia,3000.0,https://media.api-sports.io/football/venues/6489.png,97.0
GUIJUELO,GUI,1974.0,https://media.api-sports.io/football/teams/9388.png,Estadio Municipal Luis Ramos,Calle Reina Sofía 3,Guijuelo,1800.0,https://media.api-sports.io/football/venues/12287.png,51.0
HARO DEPORTIVO,,,https://media.api-sports.io/football/teams/9389.png,Estadio Municipal El Mazo,C. Severo Ochoa,Haro,4300.0,https://media.api-sports.io/football/venues/6491.png,
IBIZA,,2015.0,https://media.api-sports.io/football/teams/9390.png,Estadio Can Misses – Power Electronic,"Calle Campanitx, 27",Ibiza,6500.0,https://media.api-sports.io/football/venues/12463.png,10.0
ILLUECA,,1935.0,https://media.api-sports.io/football/teams/9391.png,Estadio Papa Luna,,Illueca,2000.0,https://media.api-sports.io/football/venues/6493.png,90.0
L'HOSPITALET,HOS,1957.0,https://media.api-sports.io/football/teams/9392.png,Estadio Municipal de Hospitalet de Llobregat,Carrer de la Feixa Llarga,L&apos;Hospitalet de Llobregat,6294.0,https://media.api-sports.io/football/venues/6494.png,68.0
LA NUCÍA,,1995.0,https://media.api-sports.io/football/teams/9393.png,Estadi Olímpic Camilo Cano,"Apartado de Correos 11, Partida Muixara",La Nucia,7000.0,https://media.api-sports.io/football/venues/12723.png,30.0
LAREDO,,1927.0,https://media.api-sports.io/football/teams/9394.png,Campo San Lorenzo,Duque de Ahumada,Laredo,2500.0,https://media.api-sports.io/football/venues/6496.png,98.0
LAS ROZAS,,,https://media.api-sports.io/football/teams/9395.png,Polideportivo Dehesa de Navalcarbón 2,"Av. Ntra. Señora del Retamar, Nº 16",Las Rozas de Madrid,1000.0,https://media.api-sports.io/football/venues/19144.png,
LEALTAD,,1916.0,https://media.api-sports.io/football/teams/9396.png,Estadio Las Callejas,Calle Las Callejas,Villaviciosa,3000.0,https://media.api-sports.io/football/venues/6498.png,109.0
LEIOA,,1925.0,https://media.api-sports.io/football/teams/9397.png,Estadio Sarriena 4,Sarriena Auzoa 42,Leioa,2000.0,https://media.api-sports.io/football/venues/21287.png,100.0
LINARES DEPORTIVO,,2009.0,https://media.api-sports.io/football/teams/9398.png,Estadio Municipal de Linarejos,Avenida 1º de Mayo,Linares,10000.0,https://media.api-sports.io/football/venues/6500.png,16.0
LLAGOSTERA,LLA,1947.0,https://media.api-sports.io/football/teams/9399.png,Estadio Municipal de Llagostera,Avinguda de l&apos;Esport,Llagostera,2500.0,https://media.api-sports.io/football/venues/6501.png,78.0
LORCA DEPORTIVA,,2012.0,https://media.api-sports.io/football/teams/9400.png,Estadio Francisco Artés Carrasco,Carratera de Granada,Lorca,8120.0,https://media.api-sports.io/football/venues/2918.png,13.0
MARINO DE LUANCO,MAR,1931.0,https://media.api-sports.io/football/teams/9401.png,Estadi Municipal de Miramar,Plaza Miramar,Luanco,5000.0,https://media.api-sports.io/football/venues/6502.png,94.0
MÉRIDA,MER,2003.0,https://media.api-sports.io/football/teams/9402.png,Estadio Olímpico Carlos Iturralde Rivero,"Colonias, Calle 14",Mérida,21050.0,https://media.api-sports.io/football/venues/1844.png,22.0
OLOT,,1921.0,https://media.api-sports.io/football/teams/9403.png,Camp Municipal d'Olot,Carrer de l&apos;Estadi,Olot,6000.0,https://media.api-sports.io/football/venues/6504.png,104.0
ORIHUELA,ORI,1993.0,https://media.api-sports.io/football/teams/9404.png,Estadio Municipal Los Arcos,Camino Viejo de Molins,Orihuela,7000.0,https://media.api-sports.io/football/venues/6505.png,32.0
PEÑA DEPORTIVA,,,https://media.api-sports.io/football/teams/9405.png,Campo Municipal del Santa Eulalia del Río,Lugar Barri Sa Rota Den Pere Cardona,Ibiza,1500.0,https://media.api-sports.io/football/venues/6506.png,
PEÑA SPORT,PEN,1925.0,https://media.api-sports.io/football/teams/9406.png,Campo San Francisco,Avenida de Tuleda,Tafalla,3000.0,https://media.api-sports.io/football/venues/6507.png,100.0
PONTEVEDRA,,1941.0,https://media.api-sports.io/football/teams/9407.png,Estadio Municipal de Pasarón,Calle de Luis Otero,Pontevedra,16500.0,https://media.api-sports.io/football/venues/6508.png,84.0
PORTUGALETE,,1944.0,https://media.api-sports.io/football/teams/9408.png,Estadio La Florida,Guipuzcoa 2,Portugalete,5000.0,https://media.api-sports.io/football/venues/6509.png,81.0
RACING FERROL,FER,1919.0,https://media.api-sports.io/football/teams/9409.png,Estadio Municipal de A Malata,Calle de la Malata,Ferrol,12043.0,https://media.api-sports.io/football/venues/6510.png,106.0
RECREATIVO HUELVA,REC,1889.0,https://media.api-sports.io/football/teams/9410.png,Estadio Nuevo Colombino,Avenida del Decano del Fútbol Espanol,Huelva,19860.0,https://media.api-sports.io/football/venues/6511.png,136.0
SD LOGROÑÉS,SDL,2009.0,https://media.api-sports.io/football/teams/9411.png,Estadio Nuevo Municipal Las Gaunas,Avenida de la Sierra,Logroño,16000.0,https://media.api-sports.io/football/venues/3994.png,16.0
SS REYES,,1971.0,https://media.api-sports.io/football/teams/9412.png,Estadio Municipal Nuevo Matapiñonera,Avenida Matapiñonera,San Sebastián de los Reyes,3000.0,https://media.api-sports.io/football/venues/6512.png,54.0
SESTAO RIVER,SES,1996.0,https://media.api-sports.io/football/teams/9413.png,Estadio Las Llanas,Alameda de Las Llanas,Sestao,8905.0,https://media.api-sports.io/football/venues/6513.png,29.0
SOCUÉLLAMOS,,1924.0,https://media.api-sports.io/football/teams/9414.png,Estadio Paquito Jiménez,,Socuéllamos,3500.0,https://media.api-sports.io/football/venues/6514.png,101.0
TAMARACEITE,,1966.0,https://media.api-sports.io/football/teams/9415.png,Campo de Fútbol Juan Guedes,Calle Alfonso de Armas Ayala,Las Palmas de Gran Canaria,2000.0,https://media.api-sports.io/football/venues/6515.png,59.0
TARAZONA,,1969.0,https://media.api-sports.io/football/teams/9416.png,Estadio Municipal de Tarazona,Avenida La Paz,Tarazona,2200.0,https://media.api-sports.io/football/venues/6516.png,56.0
VILLARRUBIA,,1959.0,https://media.api-sports.io/football/teams/9417.png,Campo Nuevo Municipal,Camino de Herencia,Villarrubia de los Ojos,1000.0,https://media.api-sports.io/football/venues/6517.png,66.0
ZAMORA,,1969.0,https://media.api-sports.io/football/teams/9418.png,Estadio Ruta de la Plata,Carretera de Salamanca,Zamora,7818.0,https://media.api-sports.io/football/venues/6518.png,56.0
VILLAFRANCA,,,https://media.api-sports.io/football/teams/9479.png,Estadio Municipal de Villafranca de los Barros,,Villafranca de los Barros,5500.0,https://media.api-sports.io/football/venues/6574.png,
ATLÉTICO MADRID II,MAD,1903.0,https://media.api-sports.io/football/teams/9570.png,Miniestadio Cerro del Espino,Avenida del Principe de Asturias,Majadahonda,3865.0,https://media.api-sports.io/football/venues/1487.png,122.0
CELTA DE VIGO II,CEL,1923.0,https://media.api-sports.io/football/teams/9571.png,Campo de Fútbol Municipal de Barreiro,"Avenida de Ramón Nieto 326, Barreiro",Vigo,4500.0,https://media.api-sports.io/football/venues/6665.png,102.0
GETAFE II,GET,,https://media.api-sports.io/football/teams/9572.png,Ciudad Deportiva de Getafe - Campo 1,Calle Teresa de Calcuta,Getafe,1200.0,https://media.api-sports.io/football/venues/19145.png,
INTERNACIONAL DE MADRID,,2002.0,https://media.api-sports.io/football/teams/9573.png,Campo de Fútbol Municipal de Boadilla del Monte,"Carretera Boadilla a Pozuelo, Km 1,4",Boadilla del Monte,2000.0,https://media.api-sports.io/football/venues/6667.png,23.0
LAS PALMAS II,PAL,,https://media.api-sports.io/football/teams/9574.png,Anexo Gran Canaria,Calle de los Fondos de Segura,Las Palmas de Gran Canaria,2000.0,https://media.api-sports.io/football/venues/6668.png,
REAL MADRID II,REA,1972.0,https://media.api-sports.io/football/teams/9575.png,Estadio Alfredo Di Stéfano,"Ciudad Deportiva del Real Madrid, Valdebebas",Madrid,6500.0,https://media.api-sports.io/football/venues/6669.png,53.0
REAL OVIEDO II,,1943.0,https://media.api-sports.io/football/teams/9576.png,Estadio El Requexón,,Oviedo,3000.0,https://media.api-sports.io/football/venues/6670.png,82.0
SPORTING GIJÓN II,,1955.0,https://media.api-sports.io/football/teams/9577.png,Escuela de Fútbol de Mareo,"Escuela de Fútbol de Mareo, Leorio",Gijón,3000.0,https://media.api-sports.io/football/venues/6671.png,70.0
ARENAS GETXO,,1909.0,https://media.api-sports.io/football/teams/9578.png,Estadio Municipal de Gobela,"Luis Lopez Oses Kalea, 1",Getxo,1221.0,https://media.api-sports.io/football/venues/6672.png,116.0
ATHLETIC CLUB II,BIL,1964.0,https://media.api-sports.io/football/teams/9579.png,Instalaciones de Lezama Campo 2,Calle Garaioltza Auzoa 147,Lezama,2925.0,https://media.api-sports.io/football/venues/12288.png,61.0
BURGOS,BUR,1922.0,https://media.api-sports.io/football/teams/9580.png,Estadio Municipal de El Plantío,Calle del Dos de Mayo,Burgos,12200.0,https://media.api-sports.io/football/venues/6674.png,103.0
CALAHORRA,,1942.0,https://media.api-sports.io/football/teams/9581.png,Estadio La Planilla,Avenida de Numancia,Calahorra,5600.0,https://media.api-sports.io/football/venues/3966.png,83.0
DEPORTIVO ALAVÉS II,,,https://media.api-sports.io/football/teams/9582.png,Ciudad Deportiva José Luis Compañón,Carretera N-I,Vitoria-Gasteiz,2500.0,https://media.api-sports.io/football/venues/6675.png,
IZARRA,,1924.0,https://media.api-sports.io/football/teams/9583.png,Estadio Merkatondoa,Calle de Merkatondoa,Lizarra,3500.0,https://media.api-sports.io/football/venues/6676.png,101.0
OSASUNA II,,1920.0,https://media.api-sports.io/football/teams/9584.png,Instalaciones Deportivas de Tajonar,Paraje Beroa,Tajonar,4000.0,https://media.api-sports.io/football/venues/6677.png,105.0
REAL SOCIEDAD II,RSO,,https://media.api-sports.io/football/teams/9585.png,Instalaciones de Zubieta,"Paseo del Hipodromo, Zubieta",Donostia-San Sebastián,1500.0,https://media.api-sports.io/football/venues/20313.png,
REAL UNIÓN,REA,1915.0,https://media.api-sports.io/football/teams/9586.png,Estadio Gal,Calle Patricio Arabolaza 2,Irún,6344.0,https://media.api-sports.io/football/venues/6679.png,110.0
REAL VALLADOLID II,,,https://media.api-sports.io/football/teams/9587.png,Campo 1 Anexos del José Zorrilla hierba natural,Avenida del Mundial 82,Valladolid,1500.0,https://media.api-sports.io/football/venues/6680.png,
SALAMANCA UDS,,2013.0,https://media.api-sports.io/football/teams/9588.png,Estadio El Helmántico,"Carratera De Zamora, Villares de la Reina",Salamanca,17341.0,https://media.api-sports.io/football/venues/6681.png,12.0
EJEA,,1927.0,https://media.api-sports.io/football/teams/9589.png,Estadio de Luchán,"Calle Prolongacion Bomberos, 2",Ejea de los Caballeros,3000.0,https://media.api-sports.io/football/venues/6682.png,98.0
ESPANYOL II,ESP,1900.0,https://media.api-sports.io/football/teams/9590.png,Ciutat Esportiva Dani Jarque,Carretera de Mataró,San Adrián de Besós,6000.0,https://media.api-sports.io/football/venues/6683.png,125.0
LEVANTE II,LEV,,https://media.api-sports.io/football/teams/9591.png,Ciudad Deportiva de Buñol - Campo 1,Avenida de Vicente Blasco Ibáñez,Buñol,3000.0,https://media.api-sports.io/football/venues/6684.png,
PRAT,PRA,1945.0,https://media.api-sports.io/football/teams/9592.png,Estadio Municipal Sagnier,Carrer de Roure,El Prat de Llobregat,500.0,https://media.api-sports.io/football/venues/6685.png,80.0
SABADELL,SAB,1903.0,https://media.api-sports.io/football/teams/9593.png,Estadi de la Nova Creu Alta,Plaça Olímpia 1,Sabadell,14950.0,https://media.api-sports.io/football/venues/6686.png,122.0
VALENCIA II,VAL,1919.0,https://media.api-sports.io/football/teams/9594.png,Estadio Antonio Puchades (Ciudad Deportiva Valencia),Carretera Mas Camarena,Paterna,3500.0,https://media.api-sports.io/football/venues/12312.png,106.0
VILLARREAL II,VIL,1923.0,https://media.api-sports.io/football/teams/9595.png,Estadio de la Cerámica,Plaza Labrador,Villarreal,24500.0,https://media.api-sports.io/football/venues/1498.png,102.0
LINENSE,,1912.0,https://media.api-sports.io/football/teams/9596.png,Estadio Municipal de La Línea de la Concepción,Avenida de Principe Asturias,La Línea de la Concepción,18500.0,https://media.api-sports.io/football/venues/6689.png,113.0
ALGECIRAS,ALG,1912.0,https://media.api-sports.io/football/teams/9597.png,Estadio Nuevo Mirador,Poligono de la Menacha,Algeciras,8209.0,https://media.api-sports.io/football/venues/6690.png,113.0
CÁDIZ II,,,https://media.api-sports.io/football/teams/9598.png,Campo Ramón Blanco Rodríguez,Barriada Meadero de la Reina,Puerto Real,2500.0,https://media.api-sports.io/football/venues/6691.png,
GRANADA II,GRA,,https://media.api-sports.io/football/teams/9599.png,Ciudad Deportiva del Granada CF,Crta. de Alfacar,Granada,1000.0,https://media.api-sports.io/football/venues/6692.png,
SAN FERNANDO CD,FER,2009.0,https://media.api-sports.io/football/teams/9600.png,Estadio Iberoamericano 2010,Calle de los Carpinteros,San Fernando,12000.0,https://media.api-sports.io/football/venues/6693.png,16.0
SANLUQUEÑO,SAN,,https://media.api-sports.io/football/teams/9601.png,Estadio El Palmar,Carretera del Puerto,Sanlúcar de Barrameda,5000.0,https://media.api-sports.io/football/venues/6694.png,
VILLARROBLEDO,,,https://media.api-sports.io/football/teams/9602.png,Estadio Nuestra Señora de la Caridad,Calle de la Senda Molinera,Villarrobledo,5500.0,https://media.api-sports.io/football/venues/6695.png,
ALONDRAS,,1928.0,https://media.api-sports.io/football/teams/9603.png,Campo do Morrazo,Avenida de Lugo,Cangas,4000.0,https://media.api-sports.io/football/venues/6696.png,97.0
ARENTEIRO,,,https://media.api-sports.io/football/teams/9604.png,Estadio de Espiñedo,Rúa Forno Vello,O Carballiño,4500.0,https://media.api-sports.io/football/venues/6697.png,
AROSA,,1945.0,https://media.api-sports.io/football/teams/9605.png,Estadio A Lomba,Avenida Matonsinhos,Vilagarcía de Arousa,5000.0,https://media.api-sports.io/football/venues/6698.png,80.0
ARZÚA,,,https://media.api-sports.io/football/teams/9606.png,Estadio Do Viso,"Rúa do Viso, 53",Arzúa,2000.0,https://media.api-sports.io/football/venues/6699.png,
AS PONTES,,1960.0,https://media.api-sports.io/football/teams/9607.png,Estadio O Poboado,Calle de Pardo Bazan,Puentes de García Rodríguez,4000.0,https://media.api-sports.io/football/venues/6700.png,65.0
BARCO,,,https://media.api-sports.io/football/teams/9608.png,Campo de Fútbol Municipal de Calabagueiros,"Río Mariñán, s/n",O Barco de Valdeorras,1000.0,https://media.api-sports.io/football/venues/6701.png,
CHOCO,,1953.0,https://media.api-sports.io/football/teams/9609.png,Campo Municipal de Santa Mariña,Rúa Campo de Fútbol,Redondela,2000.0,https://media.api-sports.io/football/venues/6702.png,72.0
DEPORTIVO LA CORUÑA II,,1906.0,https://media.api-sports.io/football/teams/9610.png,Ciudad Deportiva de Abegondo,"Agra de Marces, San Tirso de Mabegondo, Abegondo",La Coruña,2000.0,https://media.api-sports.io/football/venues/6703.png,119.0
ESTRADENSE,,1925.0,https://media.api-sports.io/football/teams/9611.png,Campo Municipal do Concello da Estrada,,A Estrada,2000.0,https://media.api-sports.io/football/venues/6704.png,100.0
OURENSE CF,,,https://media.api-sports.io/football/teams/9612.png,Estadio O Couto,Calle Estadio de Fútbol,Ourense,5625.0,https://media.api-sports.io/football/venues/6705.png,
PAIOSACO,,,https://media.api-sports.io/football/teams/9613.png,Campo Porta Santa,"Carretera Soandres, 16",A Laracha,2000.0,https://media.api-sports.io/football/venues/6706.png,
POLVORÍN,,,https://media.api-sports.io/football/teams/9614.png,Estadio do Polvorín,"Rúa Alcalde Xosé Novo Freire, 8",Lugo,2500.0,https://media.api-sports.io/football/venues/6707.png,
SILVA,,,https://media.api-sports.io/football/teams/9615.png,Campo Municipal de Fútbol Rodrigo García Vizoso,Rúa de Galileo Galilei,La Coruña,3000.0,https://media.api-sports.io/football/venues/6708.png,
SOMOZAS,,1985.0,https://media.api-sports.io/football/teams/9616.png,Estadio Alcalde Manuel Candocia,,As Somozas,800.0,https://media.api-sports.io/football/venues/6709.png,40.0
UD OURENSE,,2014.0,https://media.api-sports.io/football/teams/9617.png,Estadio O Couto,Calle Estadio de Fútbol,Ourense,5625.0,https://media.api-sports.io/football/venues/6705.png,11.0
VILLALBÉS,,1931.0,https://media.api-sports.io/football/teams/9618.png,Estadio Municipal A Magdalena,Carretera de Playa Fluvial,Villalba,2000.0,https://media.api-sports.io/football/venues/6710.png,94.0
CAUDAL,CAU,,https://media.api-sports.io/football/teams/9619.png,Estadio Municipal Hermanos Antuña,Calle Villaviciosa,Mieres del Camino,7500.0,https://media.api-sports.io/football/venues/6711.png,
CEARES,,1946.0,https://media.api-sports.io/football/teams/9620.png,Estadio La Cruz,Parque de Los Pericones,Gijón,1500.0,https://media.api-sports.io/football/venues/6712.png,79.0
COLUNGA,,1934.0,https://media.api-sports.io/football/teams/9621.png,Estadio Santianes,,Colunga,1000.0,https://media.api-sports.io/football/venues/6713.png,91.0
CONDAL,,1940.0,https://media.api-sports.io/football/teams/9622.png,Estadio Alejandro Ortea,Calle Los Riegos,Noreña,2000.0,https://media.api-sports.io/football/venues/6714.png,85.0
COVADONGA,VAD,1979.0,https://media.api-sports.io/football/teams/9623.png,Estadio Juan Antonio Alvarez Rabanal,"Lugar Ponton de Vaqueros, 201",Oviedo,2000.0,https://media.api-sports.io/football/venues/6715.png,46.0
GIJÓN INDUSTRIAL,,1969.0,https://media.api-sports.io/football/teams/9624.png,Estadio Santa Cruz,Avenida Eduardo Castro,Gijón,2500.0,https://media.api-sports.io/football/venues/6716.png,56.0
L'ENTREGU,,1939.0,https://media.api-sports.io/football/teams/9625.png,Estadio Nuevo Nalón,,El Entrego,1200.0,https://media.api-sports.io/football/venues/6717.png,86.0
LENENSE,,1953.0,https://media.api-sports.io/football/teams/9626.png,Estadio ALTOSDEMONTECERRAO.COM - El Sotón,"Caserio los Campos, 3",Pola de Lena,3000.0,https://media.api-sports.io/football/venues/12698.png,72.0
LLANERA,,,https://media.api-sports.io/football/teams/9627.png,Campo Municipal de Fútbol Pepe Quimarán,"Avenida Prudencio González, 81",Llanera,2500.0,https://media.api-sports.io/football/venues/6719.png,
LLANES,,1949.0,https://media.api-sports.io/football/teams/9628.png,Estadio San José,Avenida de San José,Llanes,2000.0,https://media.api-sports.io/football/venues/6720.png,76.0
MOSCONIA,,,https://media.api-sports.io/football/teams/9629.png,Estadio Marqués de La Vega de Anzo,Avda. de los Deportes S/N,"Grado, Asturias",4000.0,https://media.api-sports.io/football/venues/6721.png,
NAVARRO,,1980.0,https://media.api-sports.io/football/teams/9630.png,Estadio Tabiella,"Calle Navarro y Raíces, Tabiella",Avilés,2000.0,https://media.api-sports.io/football/venues/6722.png,45.0
PRAVIANO,,,https://media.api-sports.io/football/teams/9631.png,Estadio Santa Catalina,Barrio Santa Catalina,Pravia,2000.0,https://media.api-sports.io/football/venues/6723.png,
REAL AVILÉS,,1903.0,https://media.api-sports.io/football/teams/9632.png,Estadio Román Suárez Puerta,Calle de Juan Ochoa,Avilés,5200.0,https://media.api-sports.io/football/venues/6724.png,122.0
SAN MARTÍN,,1950.0,https://media.api-sports.io/football/teams/9633.png,Estadio El Florán,Avenida del Florán,San Martín del Rey Aurelio,5000.0,https://media.api-sports.io/football/venues/6725.png,75.0
SIERO,,,https://media.api-sports.io/football/teams/9634.png,Estadio El Bayu,calle Ildefonso Sánchez del Río 13,Pola de Siero,5000.0,https://media.api-sports.io/football/venues/6726.png,
TUILLA,,1952.0,https://media.api-sports.io/football/teams/9635.png,Estadio El Candín,,Tuilla,2800.0,https://media.api-sports.io/football/venues/6727.png,73.0
VALLOBÍN,,,https://media.api-sports.io/football/teams/9636.png,Estadio Vallobín,"Dr. Solís Cajigal, Vallobín",Oviedo,2000.0,https://media.api-sports.io/football/venues/6728.png,
ATLÉTICO ALBERICIA,,,https://media.api-sports.io/football/teams/9637.png,Estadio Juan Hormaechea,La Albericia y el Bezana,Santander,1000.0,https://media.api-sports.io/football/venues/6729.png,
BARREDA,,1917.0,https://media.api-sports.io/football/teams/9638.png,Estadio Solvay,"Avenida Solvay, Barreda",Torrelavega,5100.0,https://media.api-sports.io/football/venues/6730.png,108.0
BEZANA,,1965.0,https://media.api-sports.io/football/teams/9639.png,Campo De Fútbol Municipal De Bezana,Plaza de Cantabria 2,Santa Cruz de Bezana,3500.0,https://media.api-sports.io/football/venues/20153.png,60.0
CARTES,,,https://media.api-sports.io/football/teams/9640.png,Campo de Fútbol El Ansar,"Calle Camino Real, 79B",Cartes,1000.0,https://media.api-sports.io/football/venues/6732.png,
CAYÓN,,,https://media.api-sports.io/football/teams/9641.png,Warner Park Football Stadium,Victoria Road,Basseterre,5000.0,https://media.api-sports.io/football/venues/4158.png,
GUARNIZO,,1922.0,https://media.api-sports.io/football/teams/9642.png,Estadio El Pilar,Calle Paco Gento,Guarnizo,5625.0,https://media.api-sports.io/football/venues/6733.png,103.0
RACING SANTANDER II,,1926.0,https://media.api-sports.io/football/teams/9643.png,Estadio La Albericia,Avenida del Deporte,Santander,1100.0,https://media.api-sports.io/football/venues/6734.png,99.0
RIBAMONTÁN AL MAR,,1971.0,https://media.api-sports.io/football/teams/9644.png,Estadio Baceñuela,Barrio Baceña,"Galizano, Ribamontán al Mar",3000.0,https://media.api-sports.io/football/venues/6735.png,54.0
SELAYA,,1931.0,https://media.api-sports.io/football/teams/9645.png,Estadio El Castañal,Bo. el Castañal,Selaya,2000.0,https://media.api-sports.io/football/venues/6736.png,94.0
SIETE VILLAS,,,https://media.api-sports.io/football/teams/9646.png,Campo San Pedro,Barrio de Castillo Siete Villas,Castillo Siete Villas,500.0,https://media.api-sports.io/football/venues/6737.png,
SOLARES,,1968.0,https://media.api-sports.io/football/teams/9647.png,Campo Municipal La Estación,"La Estación, Solares",Medio Cudeyo,1900.0,https://media.api-sports.io/football/venues/6738.png,57.0
SÁMANO,,,https://media.api-sports.io/football/teams/9648.png,Estadio Vallegon,P.l. Vallegón 1,Cantabria,1000.0,https://media.api-sports.io/football/venues/6739.png,
TEXTIL ESCUDO,,,https://media.api-sports.io/football/teams/9649.png,Estadio Juan María Parés,,Cabezón de La Sal,1500.0,https://media.api-sports.io/football/venues/6740.png,
TORINA,,,https://media.api-sports.io/football/teams/9650.png,Estadio Municipal Bárcena de Pie de Concha,"CA-716, 6",Bárcena de Pie de Concha,2000.0,https://media.api-sports.io/football/venues/6741.png,
TROPEZÓN,TRO,1983.0,https://media.api-sports.io/football/teams/9651.png,Campo Municipal Santa Ana,"Avenida del Estadio, Tanos",Torrelavega,1500.0,https://media.api-sports.io/football/venues/6742.png,42.0
VIMENOR,,1929.0,https://media.api-sports.io/football/teams/9652.png,Estadio La Vidriera,Barrio de la Fábrica,Vioño de Piélagos,1600.0,https://media.api-sports.io/football/venues/6743.png,96.0
VITORIA,,1945.0,https://media.api-sports.io/football/teams/9653.png,Campo Ellakuri,Goienuri Kalea,Laudio,3000.0,https://media.api-sports.io/football/venues/11004.png,80.0
ARIZNABARRA,,,https://media.api-sports.io/football/teams/9654.png,Estadio Ariznabarra,Etxezarra kalea/Calle Etxezarra,Vitoria-Gasteiz,2500.0,https://media.api-sports.io/football/venues/6745.png,
BALMASEDA,,,https://media.api-sports.io/football/teams/9655.png,Campo de Fútbol La Baluga,,Balmaseda,1500.0,https://media.api-sports.io/football/venues/6746.png,
BASCONIA,,1913.0,https://media.api-sports.io/football/teams/9656.png,Estadio Artunduaga,"Artunduaga Etxadia, Barrio Artunduaga",Basauri,5000.0,https://media.api-sports.io/football/venues/11005.png,112.0
BEASAIN,,1905.0,https://media.api-sports.io/football/teams/9657.png,Estado Municipal de Loinaz,Calle de Igartza-Oleta,Beasain,6000.0,https://media.api-sports.io/football/venues/6748.png,120.0
DEUSTO,,1913.0,https://media.api-sports.io/football/teams/9658.png,Campo de Fútbol de Etxezuri,"Etxezuri Bidea, 3",Bilbao,1000.0,https://media.api-sports.io/football/venues/6749.png,112.0
JD SOMORROSTRO,,1943.0,https://media.api-sports.io/football/teams/9659.png,Estadio El Malecón Muskiz,Calle del Crucero,Muskiz,2000.0,https://media.api-sports.io/football/venues/6750.png,82.0
LAGUN ONAK,,1944.0,https://media.api-sports.io/football/teams/9660.png,Estadio Garmendipe,,Azpeitia,1500.0,https://media.api-sports.io/football/venues/6751.png,81.0
PASAIA KE,,1941.0,https://media.api-sports.io/football/teams/9661.png,Estadio Don Bosco,Ciudad Laboral Don Bosco,Errenteria,2000.0,https://media.api-sports.io/football/venues/6752.png,84.0
REAL SOCIEDAD III,,1998.0,https://media.api-sports.io/football/teams/9662.png,Estadio Zubieta XXI,Paseo del Hipodromo,Lasarte-Oria,2500.0,https://media.api-sports.io/football/venues/6678.png,27.0
SAN IGNACIO,SAN,,https://media.api-sports.io/football/teams/9663.png,Campo de fútbol Los Astrónomos,"Riga Kalea, 59, Los Astrónomos",Gasteiz,1000.0,https://media.api-sports.io/football/venues/21288.png,
SANTURTZI,,1952.0,https://media.api-sports.io/football/teams/9664.png,Estadio San Jorge,Calle de Pajares,Santurtzi,2000.0,https://media.api-sports.io/football/venues/6755.png,73.0
SANTUTXU,,1918.0,https://media.api-sports.io/football/teams/9665.png,Estadio Mallona,Calle Calzadas de Mallona,Bilbao,4000.0,https://media.api-sports.io/football/venues/6756.png,107.0
SODUPE,,,https://media.api-sports.io/football/teams/9666.png,Campo Lorenzo Hurtado de Saratxo,Calle Padura,Sodupe,1500.0,https://media.api-sports.io/football/venues/6757.png,
URDULIZ,,,https://media.api-sports.io/football/teams/9667.png,Estadio Iparralde,"Iparralde, 2",Urduliz,2000.0,https://media.api-sports.io/football/venues/6758.png,
BANYOLES,,,https://media.api-sports.io/football/teams/9668.png,Camp Nou de Banyoles,Passeig Darder,Banyoles,4000.0,https://media.api-sports.io/football/venues/6759.png,
CASTELLDEFELS,,1948.0,https://media.api-sports.io/football/teams/9669.png,Estadio Els Canyars,Calle de la Església 121,Castelldefels,2500.0,https://media.api-sports.io/football/venues/6760.png,77.0
CERDANYOLA DEL VALLÈS,,,https://media.api-sports.io/football/teams/9670.png,Estadio Municipal Les Fontetes,"Passeig d&apos;Horta, 15",Cerdanyola del Vallès,1000.0,https://media.api-sports.io/football/venues/6761.png,
FIGUERES,,1919.0,https://media.api-sports.io/football/teams/9671.png,Estadio Municipal de Vilatenim,Barrio de Vilatenim,Figueras,9472.0,https://media.api-sports.io/football/venues/6762.png,106.0
GRANOLLERS,,1913.0,https://media.api-sports.io/football/teams/9672.png,Campo Municipal Carrer Girona,Carrer de Girona 54,Granollers,2500.0,https://media.api-sports.io/football/venues/6763.png,112.0
HORTA,,1922.0,https://media.api-sports.io/football/teams/9673.png,Estade Feliu i Codina,"Carrer del Canigó, Horta",Barcelona,5000.0,https://media.api-sports.io/football/venues/6764.png,103.0
IGUALADA,,,https://media.api-sports.io/football/teams/9674.png,Estadi Cem Les Comes,"Carrer de Carles Riba, 65",Igualada,4500.0,https://media.api-sports.io/football/venues/6765.png,
MANRESA,,,https://media.api-sports.io/football/teams/9675.png,Estadio El Congost,"Carrer del Dos de Maig, 138",Manresa,3660.0,https://media.api-sports.io/football/venues/6766.png,
PERALADA,,1915.0,https://media.api-sports.io/football/teams/9676.png,Estadio Municipal de Peralada,Passeig Catalunya,Peralada,1500.0,https://media.api-sports.io/football/venues/6767.png,110.0
