team_name,team_code,team_founded,team_logo,venue_name,venue_address,venue_city,venue_capacity,venue_image,team_age
OLÍMPICO TOTANA,,1961.0,https://media.api-sports.io/football/teams/9818.png,Estadio Juan Cayuela,Calle Olímpico 2,Totana,2500.0,https://media.api-sports.io/football/venues/6898.png,64.0
PLUS ULTRA,,1986.0,https://media.api-sports.io/football/teams/9819.png,Estadio Municipal de Llano de Brujas,Vereda de los Zapatas,Llano de Brujas,2000.0,https://media.api-sports.io/football/venues/6899.png,39.0
REAL MURCIA II,,1908.0,https://media.api-sports.io/football/teams/9820.png,Estadio Campus Universitario,"Calle Campus Universitario, 18",Murcia,5000.0,https://media.api-sports.io/football/venues/6900.png,117.0
SFC MINERVA,,,https://media.api-sports.io/football/teams/9821.png,Campo Municipal El Secante,Calle San Francisco,Alumbres,1000.0,https://media.api-sports.io/football/venues/6901.png,
UCAM MURCIA II,,,https://media.api-sports.io/football/teams/9822.png,Estadio El Mayayo,Carril El Mayayo,Sangonera la Verde,1200.0,https://media.api-sports.io/football/venues/6902.png,
ÁGUILAS,,2010.0,https://media.api-sports.io/football/teams/9823.png,Estadio El Rubial,Calle Electra,Águilas,4000.0,https://media.api-sports.io/football/venues/6903.png,15.0
ACEUCHAL,,,https://media.api-sports.io/football/teams/9824.png,Polideportivo Municipal Aceuchal,"Ctra. Villafranca, 1",Aceuchal,2500.0,https://media.api-sports.io/football/venues/6904.png,
ARROYO,ARR,1968.0,https://media.api-sports.io/football/teams/9825.png,Estadio Municipal de Arroyo de la Luz,,Arroyo de la Luz,3000.0,https://media.api-sports.io/football/venues/6905.png,57.0
AZUAGA,,,https://media.api-sports.io/football/teams/9826.png,Estadio CD Azuaga,Calle Antonio Machado,Azuaga,1500.0,https://media.api-sports.io/football/venues/6906.png,
CD CORIA,,1965.0,https://media.api-sports.io/football/teams/9827.png,Estadio La Isla,Calle Cervantes,Coria,4389.0,https://media.api-sports.io/football/venues/6907.png,60.0
CALAMONTE,,1965.0,https://media.api-sports.io/football/teams/9828.png,Municipal Calamonteño,,Calamonte,2000.0,https://media.api-sports.io/football/venues/6908.png,60.0
DIOCESANO,,,https://media.api-sports.io/football/teams/9829.png,Estadio Manuel Sánchez Delgado,"Av. Héroes de Baler, 41",Cáceres,4000.0,https://media.api-sports.io/football/venues/6909.png,
EXTREMADURA UD II,,,https://media.api-sports.io/football/teams/9830.png,Polideportivo Municipal Tomás de la Hera,Calle Nicolás Mejias 2,Almendralejo,3000.0,https://media.api-sports.io/football/venues/6910.png,
FUENTE CANTOS,,1975.0,https://media.api-sports.io/football/teams/9831.png,Estadio Municipal Francisco De Zurbarán,Calle Felipe Trigo 21,Fuente de Cantos,1500.0,https://media.api-sports.io/football/venues/6911.png,50.0
JEREZ,,1969.0,https://media.api-sports.io/football/teams/9832.png,Estadio Manuel Calzado Galván,"Pl. de Toros, 28",Jerez de los Caballeros,5000.0,https://media.api-sports.io/football/venues/6912.png,56.0
LLERENENSE,,,https://media.api-sports.io/football/teams/9833.png,Estadio Fernando Robina,Av. Ancha de Sevilla,Llerena,1000.0,https://media.api-sports.io/football/venues/6913.png,
MIAJADAS,,1944.0,https://media.api-sports.io/football/teams/9834.png,Estadio Municipal de Miajadas,Carretera del Casar de Miajadas,Miajadas,2500.0,https://media.api-sports.io/football/venues/6914.png,81.0
MONTIJO,,,https://media.api-sports.io/football/teams/9835.png,Estadio Municipal Emilio Macarro Rodriguez,"Avda. de la Estación, 10",Montijo,2000.0,https://media.api-sports.io/football/venues/6915.png,
MORALO,,1965.0,https://media.api-sports.io/football/teams/9836.png,Estadio Municipal de Navalmoral de la Mata,"Ctra. Jarandilla, 2",Navalmoral de la Mata,5000.0,https://media.api-sports.io/football/venues/6916.png,60.0
OLIVENZA,,2013.0,https://media.api-sports.io/football/teams/9837.png,Ciudad Deportiva Ramón Rocha Maqueda,Paseo de Hernán Cortés,Olivenza,5000.0,https://media.api-sports.io/football/venues/19157.png,12.0
PLASENCIA,,1974.0,https://media.api-sports.io/football/teams/9838.png,Ciudad Deportiva de Plasencia,Avenida Ciudad Deportiva,Plasencia,5000.0,https://media.api-sports.io/football/venues/6918.png,51.0
RCP VALVERDEÑO,,1975.0,https://media.api-sports.io/football/teams/9839.png,Estadio Municipal San Roque,,Valverde de Leganés,2000.0,https://media.api-sports.io/football/venues/6919.png,50.0
TRUJILLO,,,https://media.api-sports.io/football/teams/9840.png,Estadio Municipal Julián García de Guadiana,Calle de Francisco de las Casas,Trujillo,1000.0,https://media.api-sports.io/football/venues/6920.png,
VALDIVIA,,,https://media.api-sports.io/football/teams/9841.png,Estadio Municipal Primero de Mayo,,Valdivia,1000.0,https://media.api-sports.io/football/venues/6921.png,
ARDOI,,,https://media.api-sports.io/football/teams/9842.png,Estadio El Pinar II,,Zizur Nagusia,1000.0,https://media.api-sports.io/football/venues/6922.png,
BAZTÁN,,1925.0,https://media.api-sports.io/football/teams/9843.png,Paraje Gilxaurdi,Paraje Giltxaurdi,Elizondo,1000.0,https://media.api-sports.io/football/venues/6923.png,100.0
BETI KOZKOR,,,https://media.api-sports.io/football/teams/9844.png,Complejo Deportivo Plazaola,"Calle Burundegia, 9",Lekunberri,1000.0,https://media.api-sports.io/football/venues/6924.png,
BETI ONAK,,,https://media.api-sports.io/football/teams/9845.png,Estadio Lorenzo Goikoa,"Cam. de los Frutales, 1",Villava,2000.0,https://media.api-sports.io/football/venues/6925.png,
BURLADÉS,,,https://media.api-sports.io/football/teams/9846.png,Estadio Ripagaina,,Burlada,4000.0,https://media.api-sports.io/football/venues/6926.png,
CIRBONERO,,1943.0,https://media.api-sports.io/football/teams/9847.png,Estadio San Juan,Avenida de Navarra,Cintruénigo,1000.0,https://media.api-sports.io/football/venues/6927.png,82.0
CORELLANO,,1929.0,https://media.api-sports.io/football/teams/9848.png,Campo CD Corellano,Calle Jose Luis Arrese,Corella,2500.0,https://media.api-sports.io/football/venues/6928.png,96.0
CORTES,,,https://media.api-sports.io/football/teams/9849.png,Estadio San Francisco Javier,Calle de los Donantes de Sangre,Navarra,1000.0,https://media.api-sports.io/football/venues/6929.png,
FONTELLAS,,,https://media.api-sports.io/football/teams/9850.png,Estadio Secarales,Calle Secarales,Fontellas,1000.0,https://media.api-sports.io/football/venues/6930.png,
HUARTE,,1975.0,https://media.api-sports.io/football/teams/9851.png,Estadio Areta,Pasaje Areta,Uharte,600.0,https://media.api-sports.io/football/venues/6931.png,50.0
LOURDES,,,https://media.api-sports.io/football/teams/9852.png,Estadio Luis Asarta,Avenida de Huertas Mayores,Tudela,1000.0,https://media.api-sports.io/football/venues/6932.png,
MURCHANTE,,,https://media.api-sports.io/football/teams/9853.png,Estadio San Roque,Carretera Cascante,Cascante,1400.0,https://media.api-sports.io/football/venues/6933.png,
PAMPLONA,,,https://media.api-sports.io/football/teams/9854.png,Campo Bidezarra de Noain,Calle Arcos de Noain,Noain,2000.0,https://media.api-sports.io/football/venues/10984.png,
SAN JUAN,,1962.0,https://media.api-sports.io/football/teams/9855.png,Estadio San Juan,Avenida Sancho el Fuerte,Pamplona,1250.0,https://media.api-sports.io/football/venues/6935.png,63.0
SUBIZA,,1984.0,https://media.api-sports.io/football/teams/9856.png,Estadio Sotoburu,Paraje de Sotoburu,Subiza,1000.0,https://media.api-sports.io/football/venues/6936.png,41.0
TXANTREA,,1952.0,https://media.api-sports.io/football/teams/9857.png,Instalaciones Deportivas Chantrea,Calle de Imarcoain 44,Pamplona,3500.0,https://media.api-sports.io/football/venues/6937.png,73.0
VALLE EGÜÉS,,1968.0,https://media.api-sports.io/football/teams/9858.png,Estadio Sarriguren,,Sarriguren,2000.0,https://media.api-sports.io/football/venues/6938.png,57.0
ALBERITE,,,https://media.api-sports.io/football/teams/9859.png,Estadio Marino Sáenz,,Alberite,2000.0,https://media.api-sports.io/football/venues/6939.png,
ALFARO,,1922.0,https://media.api-sports.io/football/teams/9860.png,Estadio La Molineta,Avenida de La Molineta,Alfaro,5000.0,https://media.api-sports.io/football/venues/6940.png,103.0
ANGUIANO,,1999.0,https://media.api-sports.io/football/teams/9861.png,Estadio Isla Anguiano,Calle de Cenicero a Lerna,Anguiano,1000.0,https://media.api-sports.io/football/venues/6941.png,26.0
ARNEDO,,1957.0,https://media.api-sports.io/football/teams/9862.png,Estadio Sendero,Avenida de la Cruz Roja,Arnedo,4500.0,https://media.api-sports.io/football/venues/6942.png,68.0
BERCEO,,1948.0,https://media.api-sports.io/football/teams/9863.png,Estadio La Isla,Calle El Cortijo,Logroño,2000.0,https://media.api-sports.io/football/venues/6943.png,77.0
CALAHORRA II,,,https://media.api-sports.io/football/teams/9864.png,Estadio La Planilla,Avenida de Numancia,Calahorra,5600.0,https://media.api-sports.io/football/venues/3966.png,
CALASANCIO,,1977.0,https://media.api-sports.io/football/teams/9865.png,Estadio La Estrella,,Logroño,500.0,https://media.api-sports.io/football/venues/6944.png,48.0
CASALARREINA,,,https://media.api-sports.io/football/teams/9866.png,Estadio Municipal El Soto,"c/Juan Carlos I, 1-3 E",Haro,800.0,https://media.api-sports.io/football/venues/6945.png,
LA CALZADA,,1949.0,https://media.api-sports.io/football/teams/9867.png,Estadio El Rollo,,Santo Domingo de la Calzada,1500.0,https://media.api-sports.io/football/venues/6946.png,76.0
NÁXARA,,1966.0,https://media.api-sports.io/football/teams/9868.png,Estadio La Salera,,Nájera,1114.0,https://media.api-sports.io/football/venues/6947.png,59.0
OYONESA,,,https://media.api-sports.io/football/teams/9869.png,Estadio El Espinar,"Calle Cmno. Viejo Bidezar, 37",Oyón,1500.0,https://media.api-sports.io/football/venues/19164.png,
PRADEJÓN,,,https://media.api-sports.io/football/teams/9870.png,Polideportivo Municipal Pradejón,,Pradejón,1700.0,https://media.api-sports.io/football/venues/6949.png,
RIVER EBRO,,1952.0,https://media.api-sports.io/football/teams/9871.png,Estadio San Miguel,Carretera de Arnedo,Rincón de Soto,3000.0,https://media.api-sports.io/football/venues/6950.png,73.0
UD LOGROÑÉS II,,2009.0,https://media.api-sports.io/football/teams/9872.png,Estadio Mundial 82,"Calle Laguardia, km 1",Logroño,1275.0,https://media.api-sports.io/football/venues/5777.png,16.0
VAREA,,2009.0,https://media.api-sports.io/football/teams/9873.png,Estadio Municipal de Varea,"Calle Canicalejo, 33",Varea,2000.0,https://media.api-sports.io/football/venues/12349.png,16.0
VIANÉS,,,https://media.api-sports.io/football/teams/9874.png,Estadio Municipal de Viana,,Viana,500.0,https://media.api-sports.io/football/venues/6952.png,
VILLEGAS,,,https://media.api-sports.io/football/teams/9875.png,Estadio La Ribera,Calle de la Madre de Dios,Logroño,800.0,https://media.api-sports.io/football/venues/6953.png,
YAGÜE,,,https://media.api-sports.io/football/teams/9876.png,Estadio El Salvador,Barrio de Yagüe,Logroño,1161.0,https://media.api-sports.io/football/venues/6954.png,
ALMUDÉVAR,,1965.0,https://media.api-sports.io/football/teams/9877.png,Estadio Virgen de la Corona,Camino de los Llanos de la Violada,Almudévar,2000.0,https://media.api-sports.io/football/venues/6955.png,60.0
ATLÉTICO MONZÓN,,1950.0,https://media.api-sports.io/football/teams/9878.png,Estadio Isidro Calderón,,Monzón,5000.0,https://media.api-sports.io/football/venues/6956.png,75.0
BARBASTRO,,1934.0,https://media.api-sports.io/football/teams/9879.png,Estadio Municipal de Deportes,,Barbastro,5000.0,https://media.api-sports.io/football/venues/6957.png,91.0
BELCHITE 97,,1997.0,https://media.api-sports.io/football/teams/9880.png,Campo de Futbol Municipal de Belchite,Carretera Cariñena,Belchite,1000.0,https://media.api-sports.io/football/venues/6958.png,28.0
BINÉFAR,,1922.0,https://media.api-sports.io/football/teams/9881.png,Estadio de Los Olmos,Calle Olriols,Binéfar,1250.0,https://media.api-sports.io/football/venues/6959.png,103.0
BORJA,,1969.0,https://media.api-sports.io/football/teams/9882.png,Estadio Manuel Meler,"Calle Barbalanca, s/n",Borja,2000.0,https://media.api-sports.io/football/venues/6960.png,56.0
BREA,,1971.0,https://media.api-sports.io/football/teams/9883.png,Estadio Municipal de Piedrabuena,,Brea de Aragón,1000.0,https://media.api-sports.io/football/venues/6961.png,54.0
CDJ TAMARITE,,1922.0,https://media.api-sports.io/football/teams/9884.png,Campo La Colomina (hierba artificial),"Camino Piscinas, 6",Tamarite de Litera,1000.0,https://media.api-sports.io/football/venues/19165.png,103.0
CALAMOCHA,,1940.0,https://media.api-sports.io/football/teams/9885.png,Campo De Fútbol Jumaya Calamocha,"Calle Paretera, 12A",Calamocha,1000.0,https://media.api-sports.io/football/venues/6963.png,85.0
CUARTE,,,https://media.api-sports.io/football/teams/9886.png,Nuevo Estadio Municipal Cuarte de Huerva,Calle Ramiro I,Cuarte de Huerva,1000.0,https://media.api-sports.io/football/venues/12352.png,
REAL ZARAGOZA II,ZAR,1958.0,https://media.api-sports.io/football/teams/9887.png,Ciudad Deportiva del Real Zaragoza,Carretera Valencia,Cuarte de Huerva,2500.0,https://media.api-sports.io/football/venues/6965.png,67.0
ROBRES,,,https://media.api-sports.io/football/teams/9888.png,Estadio San Blas,Camino de la Sierra,Robres,1500.0,https://media.api-sports.io/football/venues/6966.png,
SAN JUAN MOZARRIFAR,,,https://media.api-sports.io/football/teams/9889.png,Campo Municipal el Gállego,"Camino de Cogullada, San Juan de Mozarrifar",Zaragoza,1000.0,https://media.api-sports.io/football/venues/6967.png,
SARIÑENA,SAR,1945.0,https://media.api-sports.io/football/teams/9890.png,Estadio El Carmen,Camino de Sasos,Sariñena,4500.0,https://media.api-sports.io/football/venues/6968.png,80.0
UTEBO,,,https://media.api-sports.io/football/teams/9891.png,Estadio Santa Ana,Calle de Cuenca,Utebo,5000.0,https://media.api-sports.io/football/venues/6969.png,
VALDEFIERRO,,,https://media.api-sports.io/football/teams/9892.png,CDM Valdefierro,Vía Lactea,Zaragoza,1000.0,https://media.api-sports.io/football/venues/6970.png,
VILLANUEVA CF,,1974.0,https://media.api-sports.io/football/teams/9893.png,Estadio Nuevo Enrique Porta,Calle Riboberta Menchu,Villanueva de Gállego,2000.0,https://media.api-sports.io/football/venues/6971.png,51.0
ALMAGRO,,,https://media.api-sports.io/football/teams/9894.png,Estadio Manuel Trujillo,Calle Pablo Molina s/n,Almagro,2000.0,https://media.api-sports.io/football/venues/6972.png,
ALBACETE II,,,https://media.api-sports.io/football/teams/9895.png,Ciudad Deportiva Andrés Iniesta,"Prolongación de la Avenida de España, s/n",Albacete,3000.0,https://media.api-sports.io/football/venues/6973.png,
ALMANSA,,,https://media.api-sports.io/football/teams/9896.png,Polideportivo Municipal Paco Simón,,Almansa,5000.0,https://media.api-sports.io/football/venues/6974.png,
ATLÉTICO IBAÑÉS,,,https://media.api-sports.io/football/teams/9897.png,Estádio Municipal de Casas Ibañés,,Casas-Ibañés,1800.0,https://media.api-sports.io/football/venues/6975.png,
AZUQUECA,,,https://media.api-sports.io/football/teams/9898.png,Estadio San Miguel,Carretera Villanueva de la Torre,Azuqueca de Henares,2000.0,https://media.api-sports.io/football/venues/6976.png,
CALVO SOTELO,,2015.0,https://media.api-sports.io/football/teams/9899.png,Estadio Ciudad de Puertollano,Avenida de Andalucía,Puertollano,7240.0,https://media.api-sports.io/football/venues/6977.png,10.0
GUADALAJARA,,1947.0,https://media.api-sports.io/football/teams/9900.png,Estadio Pedro Escartín,Calle de Julián Besteiro 14,Guadalajara,7000.0,https://media.api-sports.io/football/venues/6978.png,78.0
ILLESCAS,,,https://media.api-sports.io/football/teams/9901.png,Estadio Municipal de Illescas,,Illescas,1000.0,https://media.api-sports.io/football/venues/6979.png,
LA RODA,ROD,1999.0,https://media.api-sports.io/football/teams/9902.png,Estadio Municipal,,La Roda,3000.0,https://media.api-sports.io/football/venues/6980.png,26.0
LA SOLANA,,,https://media.api-sports.io/football/teams/9903.png,Estadio La Moheda,"Av. de la Paz, 9",La Solana,2000.0,https://media.api-sports.io/football/venues/6981.png,
MADRIDEJOS,,,https://media.api-sports.io/football/teams/9904.png,Campo de Fútbol Nuevo,,Madridejos,4000.0,https://media.api-sports.io/football/venues/6982.png,
MANCHEGO,,2009.0,https://media.api-sports.io/football/teams/9905.png,Polideportivo Juan Carlos I,Calle Juan Ramón Jiménez 4,Ciudad Real,2900.0,https://media.api-sports.io/football/venues/6983.png,16.0
QUINTANAR DEL REY,,,https://media.api-sports.io/football/teams/9906.png,Estadio San Marcos,,Quintanar del Rey,2800.0,https://media.api-sports.io/football/venues/10993.png,
TARANCÓN,,1995.0,https://media.api-sports.io/football/teams/9907.png,Polideportivo Estadio Municipal Tarancón,"Calle Antonio Machado, 42",Tarancón,1500.0,https://media.api-sports.io/football/venues/6984.png,30.0
TOLEDO,TOL,1928.0,https://media.api-sports.io/football/teams/9908.png,Estadio Municipal Salto del Caballo,Calle Salto del Caballo,Toledo,5300.0,https://media.api-sports.io/football/venues/6985.png,97.0
TORRIJOS,,,https://media.api-sports.io/football/teams/9909.png,Estadio San Francisco,,Torrijos,2500.0,https://media.api-sports.io/football/venues/6986.png,
VILLACAÑAS,,,https://media.api-sports.io/football/teams/9910.png,Campo De Fútbol Las Pirámides,Avenida Estadio,Villacañas,2000.0,https://media.api-sports.io/football/venues/6987.png,
CARTAGENA II,,,https://media.api-sports.io/football/teams/9990.png,,,,,,
AD CEUTA FC,,1956.0,https://media.api-sports.io/football/teams/10139.png,Estadio Municipal Alfonso Murube,Avenida de Otero,Ceuta,7000.0,https://media.api-sports.io/football/venues/3969.png,69.0
MÉRIDA AD,,2013.0,https://media.api-sports.io/football/teams/10140.png,Estadio Romano,Villafranca de los Barros,Mérida,14600.0,https://media.api-sports.io/football/venues/7132.png,12.0
INTERNACIONAL,,,https://media.api-sports.io/football/teams/10143.png,,,,,,
SANTA TERESA,,,https://media.api-sports.io/football/teams/15223.png,,,,,,
REAL MADRID W,,2020.0,https://media.api-sports.io/football/teams/15224.png,Ciudad Deportiva Real Madrid Campo 11,"Parque de Valdebebas, 402",Madrid,3000.0,https://media.api-sports.io/football/venues/22055.png,5.0
EIBAR W,,,https://media.api-sports.io/football/teams/15225.png,Estadio Municipal de Ipurúa,Calle de Ipurúa,Eibar,8050.0,https://media.api-sports.io/football/venues/1472.png,
AGRUPACIÓN ESTUDIANTIL,,,https://media.api-sports.io/football/teams/15303.png,Estatio Municipal de Santa Isabel,Rúa de Tras Santa Isabel,Santiago de Compostela,2500.0,https://media.api-sports.io/football/venues/10967.png,
ATIOS,,,https://media.api-sports.io/football/teams/15304.png,Campo de futbol do Carballo,"Lugar As Cavadas, 16",O Porriño,1500.0,https://media.api-sports.io/football/venues/10968.png,
FISTERRA,,,https://media.api-sports.io/football/teams/15305.png,Campo de fútbol Ara Solis,"Aldea San Martiño de Abaixo, 70",Fisterra,1000.0,https://media.api-sports.io/football/venues/10969.png,
RIBADUMIA,,,https://media.api-sports.io/football/teams/15306.png,Campo de Futbol de A Senra,Calle Valle inclán,Ribadumia,1000.0,https://media.api-sports.io/football/venues/10970.png,
VIVEIRO,,1923.0,https://media.api-sports.io/football/teams/15307.png,Estadio Municipal de Cantarrana,Av. Vilalba,Viveiro,2000.0,https://media.api-sports.io/football/venues/10971.png,102.0
CABECENSE,,1970.0,https://media.api-sports.io/football/teams/15308.png,Estadio Municipal Carlos Marchena,,Las Cabezas de San Juan,1000.0,https://media.api-sports.io/football/venues/10972.png,55.0
CASTILLEJA,,,https://media.api-sports.io/football/teams/15309.png,Estadio Municipal Antonio Almendro,"Camino del solis s/n, Castilleja de la Cuesta",Castilleja de la Cuesta,1000.0,https://media.api-sports.io/football/venues/10973.png,
LA PALMA,,,https://media.api-sports.io/football/teams/15310.png,Estadio Municipal,Calle Bollullos del Condado,La Palma del Condado,2000.0,https://media.api-sports.io/football/venues/10974.png,
CARDASSAR,,,https://media.api-sports.io/football/teams/15311.png,Camp Municipal D'esports Sant Llorenç des Cardassar,,Sant Llorenç des Cardassar,1000.0,https://media.api-sports.io/football/venues/10975.png,
GÉNOVA,,,https://media.api-sports.io/football/teams/15312.png,Camp de Futbol Génova,"Camí de Gènova a Sant Agustí, 2",Palma de Mallorca,800.0,https://media.api-sports.io/football/venues/10976.png,
PE SANT JORDI,,,https://media.api-sports.io/football/teams/15313.png,Campo Municipal Kiko Serra,Carrer de l&apos;Arner,Sant Josep de sa Talaia,2000.0,https://media.api-sports.io/football/venues/10977.png,
BULLENSE,,1931.0,https://media.api-sports.io/football/teams/15314.png,Estadio Nicolás de las Peñas,,Bullas,2000.0,https://media.api-sports.io/football/venues/10979.png,94.0
LA UNIÓN ATLÉTICO,,2010.0,https://media.api-sports.io/football/teams/15315.png,Estadio Municipal,Plaza de los Sanchez,La Unión,3000.0,https://media.api-sports.io/football/venues/10980.png,15.0
LORCA,LAH,,https://media.api-sports.io/football/teams/15316.png,Estadio Francisco Artés Carrasco,Carratera de Granada,Lorca,8120.0,https://media.api-sports.io/football/venues/2918.png,
RACING MURCIA,,1913.0,https://media.api-sports.io/football/teams/15317.png,Polideportivo Municipal Virgen del Pasico,"Av. Roldan, s/n",Murcia,1000.0,https://media.api-sports.io/football/venues/10981.png,112.0
CAMPANARIO,,,https://media.api-sports.io/football/teams/15318.png,Estadio de Municipal Santo Domingo,"Calle Ángel Maeso, Santo Domingo",El Ejido,7885.0,https://media.api-sports.io/football/venues/6830.png,
CHINATO,,,https://media.api-sports.io/football/teams/15319.png,Estadio Eras de las Matas,,Cáceres,700.0,https://media.api-sports.io/football/venues/10983.png,
BIDEZARRA,,,https://media.api-sports.io/football/teams/15320.png,Campo Bidezarra de Noain,Calle Arcos de Noain,Noain,2000.0,https://media.api-sports.io/football/venues/10984.png,
CANTOLAGUA,,1927.0,https://media.api-sports.io/football/teams/15321.png,Estadio Municipal Cantolagua,Paseo Cantolagua,Sangüesa,600.0,https://media.api-sports.io/football/venues/10985.png,98.0
RIVER EGA,,,https://media.api-sports.io/football/teams/15322.png,Estadio Andola,Camino del Canto del Rio,Andosilla,1500.0,https://media.api-sports.io/football/venues/10986.png,
AGONCILLO,,,https://media.api-sports.io/football/teams/15323.png,Estadio San Roque,,Agoncillo,2000.0,https://media.api-sports.io/football/venues/10987.png,
RACING RIOJA,,,https://media.api-sports.io/football/teams/15324.png,Estadio El Salvador,Barrio de Yagüe,Logroño,1161.0,https://media.api-sports.io/football/venues/6954.png,
TEDEÓN,,,https://media.api-sports.io/football/teams/15325.png,Estadio San Miguel,Calle de Ebro,Navarrete,600.0,https://media.api-sports.io/football/venues/10988.png,
CARIÑENA,,,https://media.api-sports.io/football/teams/15326.png,Campo de Futbol La Platera,Camino la Platera,Zaragoza,1000.0,https://media.api-sports.io/football/venues/10989.png,
HUESCA II,,,https://media.api-sports.io/football/teams/15327.png,Complejo Deportivo San Jorge,"Calle Ricardo del Arco, 28",Huesca,1000.0,https://media.api-sports.io/football/venues/10990.png,
SABIÑÁNIGO,,,https://media.api-sports.io/football/teams/15328.png,Estadio Joaquín Ascaso,Paseo de la Corona,Sabiñánigo,3800.0,https://media.api-sports.io/football/venues/10991.png,
ÉPILA,,,https://media.api-sports.io/football/teams/15329.png,Estadio La Huerta,"Calle Alfonso I el Batallador, 17",Épila,1000.0,https://media.api-sports.io/football/venues/10992.png,
HURACÁN BALAZOTE,,,https://media.api-sports.io/football/teams/15330.png,Estadio Municipal de Balazote,"Calle la Vega, 1T",Balazote,1000.0,https://media.api-sports.io/football/venues/10994.png,
MANZANARES,,1949.0,https://media.api-sports.io/football/teams/15331.png,Estadio José Camacho,Antigua Carretera Madrid,Manzanares,3200.0,https://media.api-sports.io/football/venues/10995.png,76.0
MARCHAMALO,,,https://media.api-sports.io/football/teams/15332.png,Estadio La Solana,,Marchamalo,2000.0,https://media.api-sports.io/football/venues/10996.png,
AVILÉS STADIUM,,,https://media.api-sports.io/football/teams/15333.png,Campo Muro de Zaro,Calle Río Arlós,Avilés,5352.0,https://media.api-sports.io/football/venues/10997.png,
REAL TITÁNICO,,,https://media.api-sports.io/football/teams/15334.png,Estadio De Fútbol Las Tolvas,"Calle de Tejera Nte., 17",Pola de Laviana,1500.0,https://media.api-sports.io/football/venues/10998.png,
VALDESOTO,,,https://media.api-sports.io/football/teams/15335.png,Estadio Villarea. Valdesoto C.F.,,Asturias,1000.0,https://media.api-sports.io/football/venues/10999.png,
CASTRO,,1952.0,https://media.api-sports.io/football/teams/15336.png,Estadio Mioño,Avenida de la Estación,Castro Urdiales,1000.0,https://media.api-sports.io/football/venues/12303.png,73.0
REVILLA,,,https://media.api-sports.io/football/teams/15337.png,Estadio Municipal,El Crucero s/n,Revilla de Camargo,1000.0,https://media.api-sports.io/football/venues/11001.png,
RINCONEDA POLANCO,,,https://media.api-sports.io/football/teams/15338.png,Campo Municipal de Polanco,Barrio Rinconeda,Polanco,1500.0,https://media.api-sports.io/football/venues/11002.png,
CAYÓN,,1915.0,https://media.api-sports.io/football/teams/15339.png,Estadio Fernando Astobiza,Barrio de San Lázaro,"Sarón, Santa María de Cayón",2700.0,https://media.api-sports.io/football/venues/11003.png,110.0
ANAITASUNA,,1934.0,https://media.api-sports.io/football/teams/15340.png,Campo Txerloia,Barrio de Txerloia,Azkoitia,1500.0,https://media.api-sports.io/football/venues/11006.png,91.0
AURRERÁ ONDARROA,,,https://media.api-sports.io/football/teams/15341.png,Campo de fútbol de Zaldupe,,Ondarroa,2500.0,https://media.api-sports.io/football/venues/11007.png,
URGATZI,,,https://media.api-sports.io/football/teams/15342.png,Futbol zelaia Olabide Gasteiz,Lasarte errepidea,Vitoria-Gasteiz,1000.0,https://media.api-sports.io/football/venues/11008.png,
GIRONA II,,,https://media.api-sports.io/football/teams/15343.png,Camp de Futbol Torres de Palau,"Avinguda de Montilivi, 141",Girona,1000.0,https://media.api-sports.io/football/venues/11009.png,
GRAMA,,,https://media.api-sports.io/football/teams/15344.png,Nou Camp Municipal de Santa Coloma,Avinguda de Can Peixauet,Santa Coloma de Gramenet,5000.0,https://media.api-sports.io/football/venues/11010.png,
MONTAÑESA,,1927.0,https://media.api-sports.io/football/teams/15345.png,Estadio Municipal de Nou Barris,"Via Júlia 170, Nou Barris, Barrio Prosperitat",Barcelona,3000.0,https://media.api-sports.io/football/venues/11011.png,98.0
VALLS,,,https://media.api-sports.io/football/teams/15346.png,Estadi Municipal del Vilar,Carrer Prat de la Riba,Valls,1000.0,https://media.api-sports.io/football/venues/11012.png,
BENICARLÓ,,,https://media.api-sports.io/football/teams/15347.png,Estadio Angel Pichi Alonso,Av. de Méndez Núñez,Benicarló,1000.0,https://media.api-sports.io/football/venues/11013.png,
TORRENT,,,https://media.api-sports.io/football/teams/15348.png,Estadio San Gregorio,Avenida Pérez Galdós,Torrent,4000.0,https://media.api-sports.io/football/venues/11014.png,
VILLAJOYOSA,,1944.0,https://media.api-sports.io/football/teams/15349.png,Estadio Nou Pla,Calle Doctor Fleming 3,Villajoyosa / La Vila Joiosa,2765.0,https://media.api-sports.io/football/venues/11015.png,81.0
COMPLUTENSE,,,https://media.api-sports.io/football/teams/15350.png,Campo de Fútbol Recinto Ferial,"Paseo de Aguadores, 7",Alcalá de Henares,1000.0,https://media.api-sports.io/football/venues/11017.png,
MÓSTOLES CF,,,https://media.api-sports.io/football/teams/15351.png,Estadio Municipal de El Soto,Avenida de los Deportes,Móstoles,14000.0,https://media.api-sports.io/football/venues/6801.png,
REAL ARANJUEZ,,1948.0,https://media.api-sports.io/football/teams/15352.png,Estadio El Deleite,"Paseo del Deleite, 1",Aranjuez,7000.0,https://media.api-sports.io/football/venues/11018.png,77.0
VILLANUEVA PARDILLO,,,https://media.api-sports.io/football/teams/15353.png,Campo Municipal Juan Manuel Angelina,"Avenida de los Estudiantes, S/N",Villanueva del Pardillo,1500.0,https://media.api-sports.io/football/venues/12496.png,
